customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,rfm_score_numeric,cluster,segment
CUST11116,230,11,5422.78,1,3,3,133,7,2,Hibernating
CUST11117,112,4,697.1600000000001,1,2,1,121,4,5,Hibernating
CUST11118,32,15,15532.560000000001,3,4,4,344,11,1,Loyal Customers
CUST11119,24,23,22418.11,3,5,5,355,13,1,Loyal Customers
CUST11120,18,36,41761.12,4,5,5,455,14,3,Champions
CUST11121,18,9,2070.66,4,3,2,432,9,0,New Customers
CUST11122,41,10,6105.45,2,3,3,233,8,4,Potential Loyalists
CUST11123,19,8,4216.11,4,3,3,433,10,0,New Customers
CUST11124,118,7,1869.45,1,2,2,122,5,5,Hibernating
CUST11125,22,39,29416.52,3,5,5,355,13,6,Champions
CUST11126,66,8,1219.21,2,3,2,232,7,5,Hibernating
CUST11127,40,13,1863.39,2,3,2,232,7,4,Potential Loyalists
CUST11128,55,4,694.17,2,2,1,221,5,0,New Customers
CUST11129,60,3,1853.05,2,1,2,212,5,0,New Customers
CUST11130,9,14,5645.96,5,4,3,543,12,4,Potential Loyalists
CUST11131,35,3,4670.56,2,1,3,213,6,0,New Customers
CUST11132,7,3,821.65,5,1,1,511,7,0,New Customers
CUST11133,36,14,9163.42,2,4,4,244,10,4,Potential Loyalists
CUST11134,26,3,429.73999999999995,3,1,1,311,5,0,New Customers
CUST11135,5,1,87.13,5,1,1,511,7,0,New Customers
CUST11136,175,12,9963.33,1,3,4,134,8,2,Hibernating
CUST11137,27,4,327.48,3,2,1,321,6,0,New Customers
CUST11138,13,15,5280.99,4,4,3,443,11,4,Potential Loyalists
CUST11139,41,12,7665.18,2,3,4,234,9,4,Potential Loyalists
CUST11140,12,25,12484.44,4,5,4,454,13,1,Loyal Customers
CUST11141,25,10,2436.14,3,3,2,332,8,0,New Customers
CUST11142,2,33,27981.23,5,5,5,555,15,6,Champions
CUST11143,28,9,6675.28,3,3,3,333,9,4,Potential Loyalists
CUST11144,26,2,161.71,3,1,1,311,5,0,New Customers
CUST11145,374,1,133.64,1,1,1,111,3,7,Hibernating
CUST11146,10,18,9347.97,5,4,4,544,13,4,Potential Loyalists
CUST11147,15,27,15862.93,4,5,4,454,13,1,Loyal Customers
CUST11148,15,33,26334.36,4,5,5,455,14,6,Champions
CUST11149,4,18,12220.07,5,4,4,544,13,4,Potential Loyalists
CUST11150,3,19,13347.48,5,4,4,544,13,1,Loyal Customers
CUST11151,27,10,1993.1,3,3,2,332,8,0,New Customers
CUST11152,36,2,722.5,2,1,1,211,4,0,New Customers
CUST11153,143,6,724.94,1,2,1,121,4,5,Hibernating
CUST11154,28,2,1480.26,3,1,2,312,6,0,New Customers
CUST11155,28,2,321.03999999999996,3,1,1,311,5,0,New Customers
CUST11156,11,8,6382.360000000001,5,3,3,533,11,0,New Customers
CUST11157,20,16,6701.360000000001,4,4,3,443,11,4,Potential Loyalists
CUST11158,152,23,19101.45,1,5,5,155,11,1,Loyal Customers
CUST11159,21,22,9326.57,4,5,4,454,13,4,Potential Loyalists
CUST11160,13,20,9287.21,4,4,4,444,12,4,Potential Loyalists
CUST11161,43,8,3327.29,2,3,3,233,8,0,New Customers
CUST11162,12,4,2116.57,4,2,2,422,8,0,New Customers
CUST11163,16,4,2997.26,4,2,3,423,9,0,New Customers
CUST11164,7,4,703.28,5,2,1,521,8,0,New Customers
CUST11165,29,28,13183.1,3,5,4,354,12,1,Loyal Customers
CUST11166,30,3,464.28999999999996,3,1,1,311,5,0,New Customers
CUST11167,89,5,1137.8200000000002,1,2,2,122,5,5,Hibernating
CUST11168,31,12,11129.849999999999,3,3,4,334,10,4,Potential Loyalists
CUST11169,9,36,28583.52,5,5,5,555,15,6,Champions
CUST11170,100,6,1780.0500000000002,1,2,2,122,5,5,Hibernating
CUST11171,343,4,3494.31,1,2,3,123,6,7,Hibernating
CUST11172,4,3,267.65999999999997,5,1,1,511,7,0,New Customers
CUST11173,55,8,1528.0500000000002,2,3,2,232,7,0,New Customers
CUST11174,30,15,9251.86,3,4,4,344,11,4,Potential Loyalists
CUST11175,15,25,33758.8,4,5,5,455,14,3,Champions
CUST11176,514,2,345.94,1,1,1,111,3,7,Hibernating
CUST11177,9,12,3640.34,5,3,3,533,11,4,Potential Loyalists
CUST11178,39,17,4821.97,2,4,3,243,9,4,Potential Loyalists
CUST11179,19,14,9158.89,4,4,4,444,12,4,Potential Loyalists
CUST11180,41,5,5053.51,2,2,3,223,7,0,New Customers
CUST11181,11,25,15102.6,5,5,4,554,14,1,Loyal Customers
CUST11182,30,2,1192.07,3,1,2,312,6,0,New Customers
CUST11183,23,23,20370.71,3,5,5,355,13,1,Loyal Customers
CUST11184,6,9,10315.369999999999,5,3,4,534,12,4,Potential Loyalists
CUST11185,38,9,2354.48,2,3,2,232,7,0,New Customers
CUST11186,398,3,547.0899999999999,1,1,1,111,3,7,Hibernating
CUST11187,9,16,25450.79,5,4,5,545,14,1,Loyal Customers
CUST11188,344,3,414.68999999999994,1,1,1,111,3,7,Hibernating
CUST11189,29,10,7742.140000000001,3,3,4,334,10,4,Potential Loyalists
CUST11190,13,10,2061.3,4,3,2,432,9,0,New Customers
CUST11191,3,35,27077.44,5,5,5,555,15,6,Champions
CUST11192,149,11,3748.44,1,3,3,133,7,2,Hibernating
CUST11193,8,38,36977.32,5,5,5,555,15,3,Champions
CUST11194,9,1,324.88,5,1,1,511,7,0,New Customers
CUST11195,63,7,2859.78,2,2,3,223,7,5,Hibernating
CUST11196,22,18,21412.59,3,4,5,345,12,1,Loyal Customers
CUST11197,13,39,27524.61,4,5,5,455,14,6,Champions
CUST11198,510,1,130.45,1,1,1,111,3,7,Hibernating
CUST11199,49,8,897.6700000000001,2,3,1,231,6,0,New Customers
CUST11200,6,18,14118.41,5,4,4,544,13,1,Loyal Customers
CUST11201,9,26,11844.29,5,5,4,554,14,1,Loyal Customers
CUST11202,6,4,3057.52,5,2,3,523,10,0,New Customers
CUST11203,81,4,1186.37,2,2,2,222,6,5,Hibernating
CUST11204,30,17,8060.29,3,4,4,344,11,4,Potential Loyalists
CUST11205,28,12,5477.92,3,3,3,333,9,4,Potential Loyalists
CUST11206,56,2,406.6,2,1,1,211,4,0,New Customers
CUST11207,20,19,7782.97,4,4,4,444,12,4,Potential Loyalists
CUST11208,25,2,295.71,3,1,1,311,5,0,New Customers
CUST11209,6,18,15728.35,5,4,4,544,13,1,Loyal Customers
CUST11210,1,20,7707.32,5,4,4,544,13,4,Potential Loyalists
CUST11211,18,37,26746.43,4,5,5,455,14,6,Champions
CUST11212,143,6,1708.42,1,2,2,122,5,5,Hibernating
CUST11213,265,2,358.3,1,1,1,111,3,2,Hibernating
CUST11214,29,3,833.9300000000001,3,1,1,311,5,0,New Customers
CUST11215,8,12,9731.41,5,3,4,534,12,4,Potential Loyalists
CUST11216,4,5,533.39,5,2,1,521,8,0,New Customers
CUST11217,27,19,6255.0,3,4,3,343,10,4,Potential Loyalists
CUST11218,78,6,1448.11,2,2,2,222,6,5,Hibernating
CUST11219,40,6,923.8,2,2,2,222,6,0,New Customers
CUST11220,8,4,834.24,5,2,1,521,8,0,New Customers
CUST11221,75,6,2662.49,2,2,2,222,6,5,Hibernating
CUST11222,31,8,8722.62,3,3,4,334,10,4,Potential Loyalists
CUST11223,118,12,5385.7,1,3,3,133,7,5,Hibernating
CUST11224,24,36,27650.510000000002,3,5,5,355,13,6,Champions
CUST11225,12,18,6186.76,4,4,3,443,11,4,Potential Loyalists
CUST11226,59,10,2243.09,2,3,2,232,7,0,New Customers
CUST11227,3,18,13739.88,5,4,4,544,13,1,Loyal Customers
CUST11228,28,7,1352.7,3,2,2,322,7,0,New Customers
CUST11229,5,19,15577.11,5,4,4,544,13,1,Loyal Customers
CUST11230,165,8,10497.93,1,3,4,134,8,2,Hibernating
CUST11231,29,18,6008.17,3,4,3,343,10,4,Potential Loyalists
CUST11232,19,1,773.2,4,1,1,411,6,0,New Customers
CUST11233,208,2,97.82000000000001,1,1,1,111,3,2,Hibernating
CUST11234,35,9,8429.84,2,3,4,234,9,4,Potential Loyalists
CUST11235,18,3,2981.71,4,1,3,413,8,0,New Customers
CUST11236,1,1,511.68,5,1,1,511,7,0,New Customers
CUST11237,25,15,35567.11,3,4,5,345,12,3,Champions
CUST11238,10,1,319.84,5,1,1,511,7,0,New Customers
CUST11239,489,7,1749.7,1,2,2,122,5,7,Hibernating
CUST11240,20,3,410.75,4,1,1,411,6,0,New Customers
CUST11241,4,5,1856.71,5,2,2,522,9,0,New Customers
CUST11242,169,19,27278.44,1,4,5,145,10,1,Loyal Customers
CUST11243,42,16,7552.48,2,4,4,244,10,4,Potential Loyalists
CUST11244,19,8,1652.51,4,3,2,432,9,0,New Customers
CUST11245,49,5,1334.47,2,2,2,222,6,0,New Customers
CUST11246,44,4,467.67,2,2,1,221,5,0,New Customers
CUST11247,15,23,13645.06,4,5,4,454,13,1,Loyal Customers
CUST11248,35,13,7810.21,2,3,4,234,9,4,Potential Loyalists
CUST11249,45,5,872.04,2,2,1,221,5,0,New Customers
CUST11250,182,8,9254.36,1,3,4,134,8,2,Hibernating
CUST11251,16,2,215.96999999999997,4,1,1,411,6,0,New Customers
CUST11252,21,8,10983.69,4,3,4,434,11,4,Potential Loyalists
CUST11253,129,5,1484.21,1,2,2,122,5,5,Hibernating
CUST11254,93,5,840.28,1,2,1,121,4,5,Hibernating
CUST11255,28,39,37079.02,3,5,5,355,13,3,Champions
CUST11256,13,19,16622.12,4,4,5,445,13,1,Loyal Customers
CUST11257,176,7,2443.79,1,2,2,122,5,2,Hibernating
CUST11258,15,21,14344.52,4,4,4,444,12,1,Loyal Customers
CUST11259,163,18,9442.19,1,4,4,144,9,2,Hibernating
CUST11260,158,13,11276.88,1,3,4,134,8,2,Hibernating
CUST11261,29,18,7838.86,3,4,4,344,11,4,Potential Loyalists
CUST11262,3,15,6577.55,5,4,3,543,12,4,Potential Loyalists
CUST11263,156,13,3702.81,1,3,3,133,7,2,Hibernating
CUST11264,16,16,36062.35,4,4,5,445,13,3,Champions
CUST11265,40,7,2383.13,2,2,2,222,6,0,New Customers
CUST11266,11,29,19818.94,5,5,5,555,15,6,Champions
CUST11267,7,2,216.87,5,1,1,511,7,0,New Customers
CUST11268,549,2,1518.21,1,1,2,112,4,7,Hibernating
CUST11269,78,6,935.51,2,2,2,222,6,5,Hibernating
CUST11270,377,3,281.34000000000003,1,1,1,111,3,7,Hibernating
CUST11271,40,5,2499.2000000000003,2,2,2,222,6,0,New Customers
CUST11272,26,21,17994.69,3,4,5,345,12,1,Loyal Customers
CUST11273,28,2,548.68,3,1,1,311,5,0,New Customers
CUST11274,41,9,11114.95,2,3,4,234,9,4,Potential Loyalists
CUST11275,122,26,18679.68,1,5,5,155,11,1,Loyal Customers
CUST11276,4,20,16153.59,5,4,4,544,13,1,Loyal Customers
CUST11277,14,5,500.62,4,2,1,421,7,0,New Customers
CUST11278,308,2,380.43,1,1,1,111,3,7,Hibernating
CUST11279,20,21,5876.09,4,4,3,443,11,4,Potential Loyalists
CUST11280,7,40,55597.83,5,5,5,555,15,3,Champions
CUST11281,28,3,505.12000000000006,3,1,1,311,5,0,New Customers
CUST11282,123,6,748.05,1,2,1,121,4,5,Hibernating
CUST11283,342,6,8906.7,1,2,4,124,7,7,Hibernating
CUST11284,117,7,3012.6899999999996,1,2,3,123,6,5,Hibernating
CUST11285,10,38,25596.59,5,5,5,555,15,6,Champions
CUST11286,32,12,4934.92,3,3,3,333,9,4,Potential Loyalists
CUST11287,39,13,5163.88,2,3,3,233,8,4,Potential Loyalists
CUST11288,59,5,898.24,2,2,1,221,5,0,New Customers
CUST11289,29,32,18610.18,3,5,5,355,13,6,Champions
CUST11290,14,5,469.56,4,2,1,421,7,0,New Customers
CUST11291,25,1,46.09,3,1,1,311,5,0,New Customers
CUST11292,39,5,4351.610000000001,2,2,3,223,7,0,New Customers
CUST11293,19,29,27142.55,4,5,5,455,14,6,Champions
CUST11294,40,8,2146.27,2,3,2,232,7,0,New Customers
CUST11295,60,4,3210.57,2,2,3,223,7,0,New Customers
CUST11296,3,20,8571.62,5,4,4,544,13,4,Potential Loyalists
CUST11297,28,17,10913.15,3,4,4,344,11,4,Potential Loyalists
CUST11298,76,3,635.1,2,1,1,211,4,5,Hibernating
CUST11299,3,3,7723.21,5,1,4,514,10,0,New Customers
CUST11300,25,13,4136.26,3,3,3,333,9,4,Potential Loyalists
CUST11301,63,4,1011.97,2,2,2,222,6,0,New Customers
CUST11302,10,6,1332.88,5,2,2,522,9,0,New Customers
CUST11303,28,1,34.74,3,1,1,311,5,0,New Customers
CUST11304,1,8,7626.890000000001,5,3,4,534,12,4,Potential Loyalists
CUST11305,17,31,17481.43,4,5,5,455,14,6,Champions
CUST11306,19,15,20533.64,4,4,5,445,13,1,Loyal Customers
CUST11307,20,20,11292.97,4,4,4,444,12,4,Potential Loyalists
CUST11308,128,7,2845.74,1,2,3,123,6,5,Hibernating
CUST11309,64,2,552.5699999999999,2,1,1,211,4,0,New Customers
CUST11310,4,16,13990.81,5,4,4,544,13,4,Potential Loyalists
CUST11311,14,36,20931.35,4,5,5,455,14,6,Champions
CUST11312,29,9,10242.32,3,3,4,334,10,4,Potential Loyalists
CUST11313,40,9,4496.889999999999,2,3,3,233,8,0,New Customers
CUST11314,156,6,3464.8,1,2,3,123,6,2,Hibernating
CUST11315,60,7,1733.27,2,2,2,222,6,0,New Customers
CUST11316,28,29,17765.49,3,5,5,355,13,6,Champions
CUST11317,12,38,21329.33,4,5,5,455,14,6,Champions
CUST11318,25,2,825.6999999999999,3,1,1,311,5,0,New Customers
CUST11319,25,15,7077.08,3,4,4,344,11,4,Potential Loyalists
CUST11320,174,6,2176.91,1,2,2,122,5,2,Hibernating
CUST11321,26,9,3043.93,3,3,3,333,9,0,New Customers
CUST11322,12,22,13540.73,4,5,4,454,13,1,Loyal Customers
CUST11323,18,17,13337.52,4,4,4,444,12,4,Potential Loyalists
CUST11324,27,8,4476.55,3,3,3,333,9,0,New Customers
CUST11325,55,7,3944.54,2,2,3,223,7,0,New Customers
CUST11326,149,8,1038.89,1,3,2,132,6,5,Hibernating
CUST11327,88,5,739.8299999999999,1,2,1,121,4,5,Hibernating
CUST11328,47,10,9867.609999999999,2,3,4,234,9,4,Potential Loyalists
CUST11329,4,1,23.38,5,1,1,511,7,0,New Customers
CUST11330,82,2,6962.650000000001,2,1,4,214,7,5,Hibernating
CUST11331,19,28,25920.96,4,5,5,455,14,6,Champions
CUST11332,21,14,5256.17,4,4,3,443,11,4,Potential Loyalists
CUST11333,14,27,29200.31,4,5,5,455,14,6,Champions
CUST11334,38,10,6187.43,2,3,3,233,8,4,Potential Loyalists
CUST11335,29,9,7131.98,3,3,4,334,10,4,Potential Loyalists
CUST11336,17,19,6645.6900000000005,4,4,3,443,11,4,Potential Loyalists
CUST11337,168,23,18746.11,1,5,5,155,11,1,Loyal Customers
CUST11338,5,29,16414.82,5,5,4,554,14,1,Loyal Customers
CUST11339,16,2,154.25,4,1,1,411,6,0,New Customers
CUST11340,9,4,1430.78,5,2,2,522,9,0,New Customers
CUST11341,10,12,5759.17,5,3,3,533,11,4,Potential Loyalists
CUST11342,17,17,11266.47,4,4,4,444,12,4,Potential Loyalists
CUST11343,82,4,1476.24,2,2,2,222,6,5,Hibernating
CUST11344,84,4,1322.82,1,2,2,122,5,5,Hibernating
CUST11345,10,28,22558.25,5,5,5,555,15,6,Champions
CUST11346,16,10,8544.22,4,3,4,434,11,4,Potential Loyalists
CUST11347,42,9,6873.2,2,3,3,233,8,4,Potential Loyalists
CUST11348,6,3,360.28,5,1,1,511,7,0,New Customers
CUST11349,4,39,23867.31,5,5,5,555,15,6,Champions
CUST11350,3,21,11039.0,5,4,4,544,13,4,Potential Loyalists
CUST11351,44,15,3539.27,2,4,3,243,9,4,Potential Loyalists
CUST11352,29,2,441.78999999999996,3,1,1,311,5,0,New Customers
CUST11353,1,17,4401.44,5,4,3,543,12,4,Potential Loyalists
CUST11354,27,4,2653.08,3,2,2,322,7,0,New Customers
CUST11355,19,2,920.5,4,1,2,412,7,0,New Customers
CUST11356,393,2,1953.1399999999999,1,1,2,112,4,7,Hibernating
CUST11357,28,20,6867.98,3,4,3,343,10,4,Potential Loyalists
CUST11358,22,2,290.88,3,1,1,311,5,0,New Customers
CUST11359,4,38,31880.39,5,5,5,555,15,3,Champions
CUST11360,9,8,2087.26,5,3,2,532,10,0,New Customers
CUST11361,4,38,24981.45,5,5,5,555,15,6,Champions
CUST11362,136,6,993.02,1,2,2,122,5,5,Hibernating
CUST11363,23,9,5543.08,3,3,3,333,9,0,New Customers
CUST11364,8,9,2741.35,5,3,3,533,11,0,New Customers
CUST11365,133,7,2182.53,1,2,2,122,5,5,Hibernating
CUST11366,60,8,2079.09,2,3,2,232,7,0,New Customers
CUST11367,11,16,11276.869999999999,5,4,4,544,13,4,Potential Loyalists
CUST11368,48,8,1889.89,2,3,2,232,7,0,New Customers
CUST11369,2,40,31369.6,5,5,5,555,15,6,Champions
CUST11370,185,14,20540.06,1,4,5,145,10,2,Hibernating
CUST11371,18,38,26004.23,4,5,5,455,14,6,Champions
CUST11372,145,15,5502.33,1,4,3,143,8,2,Hibernating
CUST11373,7,13,16167.609999999999,5,3,4,534,12,4,Potential Loyalists
CUST11374,38,11,6897.860000000001,2,3,3,233,8,4,Potential Loyalists
CUST11375,8,27,16722.760000000002,5,5,5,555,15,1,Loyal Customers
CUST11376,36,8,5344.03,2,3,3,233,8,0,New Customers
CUST11377,26,2,203.10999999999999,3,1,1,311,5,0,New Customers
CUST11378,63,3,580.84,2,1,1,211,4,0,New Customers
CUST11379,16,2,302.45,4,1,1,411,6,0,New Customers
CUST11380,29,19,14416.949999999999,3,4,4,344,11,1,Loyal Customers
CUST11381,56,8,1843.32,2,3,2,232,7,0,New Customers
CUST11382,221,15,5167.64,1,4,3,143,8,2,Hibernating
CUST11383,186,10,2871.59,1,3,3,133,7,2,Hibernating
CUST11384,91,5,1575.14,1,2,2,122,5,5,Hibernating
CUST11385,86,4,862.0,1,2,1,121,4,5,Hibernating
CUST11386,88,2,156.87,1,1,1,111,3,5,Hibernating
CUST11387,54,10,5276.849999999999,2,3,3,233,8,4,Potential Loyalists
CUST11388,28,40,32782.94,3,5,5,355,13,3,Champions
CUST11389,30,24,11625.03,3,5,4,354,12,1,Loyal Customers
CUST11390,8,3,224.51,5,1,1,511,7,0,New Customers
CUST11391,12,14,10908.43,4,4,4,444,12,4,Potential Loyalists
CUST11392,17,22,9975.77,4,5,4,454,13,4,Potential Loyalists
CUST11393,18,10,9331.06,4,3,4,434,11,4,Potential Loyalists
CUST11394,1,38,23725.94,5,5,5,555,15,6,Champions
CUST11395,11,10,4210.93,5,3,3,533,11,0,New Customers
CUST11396,3,4,1424.98,5,2,2,522,9,0,New Customers
CUST11397,32,2,65.74000000000001,3,1,1,311,5,0,New Customers
CUST11398,179,13,4662.7300000000005,1,3,3,133,7,2,Hibernating
CUST11399,295,5,3863.79,1,2,3,123,6,7,Hibernating
CUST11400,10,34,32452.46,5,5,5,555,15,3,Champions
CUST11401,34,9,7796.049999999999,2,3,4,234,9,4,Potential Loyalists
CUST11402,28,17,7490.55,3,4,4,344,11,4,Potential Loyalists
CUST11403,32,14,3008.08,3,4,3,343,10,4,Potential Loyalists
CUST11404,42,5,1794.43,2,2,2,222,6,0,New Customers
CUST11405,39,2,687.48,2,1,1,211,4,0,New Customers
CUST11406,9,3,606.45,5,1,1,511,7,0,New Customers
CUST11407,11,29,24070.6,5,5,5,555,15,6,Champions
CUST11408,36,3,2659.4300000000003,2,1,2,212,5,0,New Customers
CUST11409,4,8,6111.72,5,3,3,533,11,0,New Customers
CUST11410,23,22,12275.54,3,5,4,354,12,1,Loyal Customers
CUST11411,1,3,765.9,5,1,1,511,7,0,New Customers
CUST11412,39,6,1214.47,2,2,2,222,6,0,New Customers
CUST11413,19,30,33144.02,4,5,5,455,14,3,Champions
CUST11414,18,25,17242.2,4,5,5,455,14,1,Loyal Customers
CUST11415,149,5,952.0799999999999,1,2,2,122,5,5,Hibernating
CUST11416,17,31,12433.04,4,5,4,454,13,1,Loyal Customers
CUST11417,229,6,2809.07,1,2,3,123,6,2,Hibernating
CUST11418,51,7,1951.13,2,2,2,222,6,0,New Customers
CUST11419,20,28,11033.99,4,5,4,454,13,1,Loyal Customers
CUST11420,21,35,27870.92,4,5,5,455,14,6,Champions
CUST11421,23,2,1269.06,3,1,2,312,6,0,New Customers
CUST11422,12,3,861.17,4,1,1,411,6,0,New Customers
CUST11423,49,7,1427.16,2,2,2,222,6,0,New Customers
CUST11424,4,9,1451.02,5,3,2,532,10,0,New Customers
CUST11425,33,5,1871.3400000000001,3,2,2,322,7,0,New Customers
CUST11426,30,19,7510.69,3,4,4,344,11,4,Potential Loyalists
CUST11427,13,3,277.36,4,1,1,411,6,0,New Customers
CUST11428,23,28,15160.88,3,5,4,354,12,1,Loyal Customers
CUST11429,4,34,19729.68,5,5,5,555,15,6,Champions
CUST11430,26,38,31885.100000000002,3,5,5,355,13,3,Champions
CUST11431,1,32,24752.66,5,5,5,555,15,6,Champions
CUST11432,22,6,4214.7699999999995,3,2,3,323,8,0,New Customers
CUST11433,25,23,18532.82,3,5,5,355,13,1,Loyal Customers
CUST11434,40,9,10352.57,2,3,4,234,9,4,Potential Loyalists
CUST11435,58,8,2704.83,2,3,2,232,7,0,New Customers
CUST11436,28,1,136.25,3,1,1,311,5,0,New Customers
CUST11437,145,5,1273.0,1,2,2,122,5,5,Hibernating
CUST11438,22,32,22387.36,3,5,5,355,13,6,Champions
CUST11439,238,9,15382.689999999999,1,3,4,134,8,2,Hibernating
CUST11440,76,2,2258.27,2,1,2,212,5,5,Hibernating
CUST11441,6,18,4797.09,5,4,3,543,12,4,Potential Loyalists
CUST11442,145,5,3021.58,1,2,3,123,6,5,Hibernating
CUST11443,3,1,125.44,5,1,1,511,7,0,New Customers
CUST11444,34,7,1890.0300000000002,2,2,2,222,6,0,New Customers
CUST11445,13,32,22482.59,4,5,5,455,14,6,Champions
CUST11446,29,4,471.90999999999997,3,2,1,321,6,0,New Customers
CUST11447,28,1,991.8,3,1,2,312,6,0,New Customers
CUST11448,56,4,518.0799999999999,2,2,1,221,5,0,New Customers
CUST11449,23,24,19481.670000000002,3,5,5,355,13,1,Loyal Customers
CUST11450,43,6,5344.7300000000005,2,2,3,223,7,0,New Customers
CUST11451,1,10,1338.59,5,3,2,532,10,0,New Customers
CUST11452,308,3,393.3,1,1,1,111,3,7,Hibernating
CUST11453,26,18,16224.74,3,4,4,344,11,1,Loyal Customers
CUST11454,106,8,5849.65,1,3,3,133,7,5,Hibernating
CUST11455,19,10,2827.71,4,3,3,433,10,0,New Customers
CUST11456,18,17,8399.73,4,4,4,444,12,4,Potential Loyalists
CUST11457,24,4,763.3299999999999,3,2,1,321,6,0,New Customers
CUST11458,28,17,23367.56,3,4,5,345,12,1,Loyal Customers
CUST11459,1,14,6551.13,5,4,3,543,12,4,Potential Loyalists
CUST11460,362,1,110.64,1,1,1,111,3,7,Hibernating
CUST11461,149,24,18789.73,1,5,5,155,11,1,Loyal Customers
CUST11462,43,4,1130.77,2,2,2,222,6,0,New Customers
CUST11463,10,12,11242.04,5,3,4,534,12,4,Potential Loyalists
CUST11464,306,2,521.82,1,1,1,111,3,7,Hibernating
CUST11465,7,9,1824.28,5,3,2,532,10,0,New Customers
CUST11466,8,19,9446.69,5,4,4,544,13,4,Potential Loyalists
CUST11467,29,39,21925.93,3,5,5,355,13,6,Champions
CUST11468,25,16,6787.65,3,4,3,343,10,4,Potential Loyalists
CUST11469,13,10,5904.71,4,3,3,433,10,4,Potential Loyalists
CUST11470,144,22,17654.989999999998,1,5,5,155,11,1,Loyal Customers
CUST11471,59,10,6798.04,2,3,3,233,8,4,Potential Loyalists
CUST11472,15,2,505.53,4,1,1,411,6,0,New Customers
CUST11473,1,9,10267.65,5,3,4,534,12,4,Potential Loyalists
CUST11474,3,23,12295.78,5,5,4,554,14,1,Loyal Customers
CUST11475,12,4,1336.79,4,2,2,422,8,0,New Customers
CUST11476,55,3,321.0,2,1,1,211,4,0,New Customers
CUST11477,22,18,12045.29,3,4,4,344,11,4,Potential Loyalists
CUST11478,57,4,418.32,2,2,1,221,5,0,New Customers
CUST11479,26,16,7945.54,3,4,4,344,11,4,Potential Loyalists
CUST11480,42,4,5285.59,2,2,3,223,7,0,New Customers
CUST11481,17,17,17416.170000000002,4,4,5,445,13,1,Loyal Customers
CUST11482,8,11,3018.06,5,3,3,533,11,4,Potential Loyalists
CUST11483,1,3,212.49,5,1,1,511,7,0,New Customers
CUST11484,43,4,2178.69,2,2,2,222,6,0,New Customers
CUST11485,26,27,26823.64,3,5,5,355,13,6,Champions
CUST11486,19,21,12259.06,4,4,4,444,12,1,Loyal Customers
CUST11487,29,3,2118.08,3,1,2,312,6,0,New Customers
CUST11488,71,3,2117.47,2,1,2,212,5,5,Hibernating
CUST11489,98,3,1183.0700000000002,1,1,2,112,4,5,Hibernating
CUST11490,17,1,130.23,4,1,1,411,6,0,New Customers
CUST11491,11,33,18572.829999999998,5,5,5,555,15,6,Champions
CUST11492,274,2,128.0,1,1,1,111,3,2,Hibernating
CUST11493,269,3,308.90999999999997,1,1,1,111,3,2,Hibernating
CUST11494,28,2,213.62,3,1,1,311,5,0,New Customers
CUST11495,69,4,2472.42,2,2,2,222,6,5,Hibernating
CUST11496,56,3,570.36,2,1,1,211,4,0,New Customers
CUST11497,17,20,18627.010000000002,4,4,5,445,13,1,Loyal Customers
CUST11498,168,13,14867.62,1,3,4,134,8,2,Hibernating
CUST11499,8,9,5549.76,5,3,3,533,11,0,New Customers
CUST11500,102,6,1848.89,1,2,2,122,5,5,Hibernating
CUST11501,41,18,8416.630000000001,2,4,4,244,10,4,Potential Loyalists
CUST11502,4,33,44073.89,5,5,5,555,15,3,Champions
CUST11503,10,11,5513.15,5,3,3,533,11,4,Potential Loyalists
CUST11504,10,14,5858.25,5,4,3,543,12,4,Potential Loyalists
CUST11505,83,4,1799.49,2,2,2,222,6,5,Hibernating
CUST11506,42,9,3785.34,2,3,3,233,8,0,New Customers
CUST11507,37,19,4090.2799999999997,2,4,3,243,9,4,Potential Loyalists
CUST11508,40,12,5117.69,2,3,3,233,8,4,Potential Loyalists
CUST11509,20,12,6768.05,4,3,3,433,10,4,Potential Loyalists
CUST11510,79,5,1990.5599999999997,2,2,2,222,6,5,Hibernating
CUST11511,3,11,5610.82,5,3,3,533,11,4,Potential Loyalists
CUST11512,384,3,1501.1999999999998,1,1,2,112,4,7,Hibernating
CUST11513,43,10,13751.26,2,3,4,234,9,4,Potential Loyalists
CUST11514,125,6,6190.08,1,2,3,123,6,5,Hibernating
CUST11515,341,5,580.21,1,2,1,121,4,7,Hibernating
CUST11516,38,2,440.49,2,1,1,211,4,0,New Customers
CUST11517,17,40,24164.16,4,5,5,455,14,6,Champions
CUST11518,52,3,1056.8500000000001,2,1,2,212,5,0,New Customers
CUST11519,3,17,30513.82,5,4,5,545,14,1,Loyal Customers
CUST11520,16,4,1581.97,4,2,2,422,8,0,New Customers
CUST11521,32,9,11059.87,3,3,4,334,10,4,Potential Loyalists
CUST11522,29,9,4235.83,3,3,3,333,9,0,New Customers
CUST11523,30,10,5958.14,3,3,3,333,9,4,Potential Loyalists
CUST11524,74,3,237.72,2,1,1,211,4,5,Hibernating
CUST11525,30,10,4358.94,3,3,3,333,9,0,New Customers
CUST11526,50,5,1614.6,2,2,2,222,6,0,New Customers
CUST11527,22,30,11906.87,3,5,4,354,12,1,Loyal Customers
CUST11528,28,39,32842.9,3,5,5,355,13,3,Champions
